3098242.5	5658160.7	6569999.22	6306969.63	7538715.93	0.042384771	0.036452653	8.5187397	5.700789352	6.04129947	7.3186027	0.310727
3181248.59	5770334.35	6686629.01	6414172.01	7681743.79	0.045399991	0.042963345	9.232737541	5.945482922	6.266523464	7.4308934	0.503486
3258186.2	5875129.33	6800099.57	6490802.94	7818617.51	0.040589515	0.046126171	9.895899773	6.162234636	6.521710464	7.5602608	1.36348
3367129.2	6019745.35	6970119.25	6631127.13	8013070.83	0.04430839	0.055031028	10.78874874	6.182031038	6.776946314	7.6684064	1.403738
3436401.57	6137349.71	7080997.7	6772189.81	8212029.45	0.05105237	0.054465171	10.40235329	6.277724242	7.004635037	7.7980728	0.799108
3503510.95	6259058.19	7202198.04	6897748.02	8452682.64	0.055088649	0.05622066	9.857761383	6.417320342	7.193091403	7.8470948	1.458725
3585331.1	6416693.2	7391473.56	7079022.51	8695540.78	0.071613212	0.067669908	9.883863449	6.31659955	7.354127553	8.1265476	1.510128
3624012.04	6523765.76	7533896.94	7215425.4	8909501.19	0.07207123	0.06469191	8.186561584	6.582900716	7.518221727	8.4566193	1.054637
3667746.83	6664933.32	7716185.25	7390008.05	9129653	0.075970884	0.073852735	8.104473114	6.832512156	7.716378708	8.5471067	2.537061
3750153.82	6835819.58	7940953.18	7605274.64	9349975.87	0.08642886	0.08577718	8.061320305	6.933632808	7.955253405	8.8723577	3.014265
3808405.38	7009459.19	8178232.83	7832524.04	9606592.68	0.090577045	0.089973306	7.383558273	7.419810294	8.19764959	8.9179456	3.019745
3866247.57	7200478.65	8405776.51	8050449.03	9889349.89	0.10132648	0.10067235	7.304676056	7.599651276	8.360621643	8.7382324	3.687064
3886073.11	7386709.97	8651155.72	8285455.62	10144143.38	0.105770594	0.10525301	6.794176102	7.875128764	8.336989035	8.5669246	3.271679
3892075.57	7546179.08	8836659.98	8463118.28	10382975.35	0.095774338	0.0955297	6.120280266	8.509935918	8.035379094	8.2801148	2.304765
3900582.92	7723635.2	9012186.19	8631224.68	10620105.56	0.089832146	0.089460548	5.330807686	8.405293481	7.423812836	7.8872318	1.419466
3891142.73	7860133.45	9171548.76	8783850.7	10789187.89	0.078257122	0.078100675	4.664275169	8.371143204	6.557563233	7.5667238	0.832398
3990575.92	8044620.63	9359697.16	8964045.72	10884156.42	0.061990289	0.062425984	5.669178009	9.043781832	5.576430969	7.2847479	-0.175447
4099927.98	8095591.26	9372451.79	8976261.19	10856961.09	0.029131311	0.030471026	4.817964554	7.719072731	4.668525734	6.9409734	0.341429
4216099.87	8154959.65	9407271.6	9009609.11	10847057.57	0.008563239	0.010253998	4.282466888	6.355674508	4.012108506	6.4541356	1.342174
4364786.77	8211035.92	9417603.28	9019504.05	10832591.4	-0.008846484	-0.007057934	3.910484552	4.746610091	3.717415913	6.0898617	0.779753
4481092.41	8223961.15	9383735.26	8987067.69	10817659.56	-0.022521521	-0.021366787	2.056215048	1.981855951	3.791571204	5.5292603	-1.027514
4564676.59	8230427.41	9353427.56	8958041.15	10813861.1	-0.009235323	-0.00921696	1.435323358	1.192095499	4.140718791	4.8601138	-0.494873
4650800.57	8272620.42	9399021	9001707.28	10864403.43	-0.005299951	-0.00547714	1.147299528	1.136171564	4.608179776	4.4828561	-1.428038
4704607.33	8352487.94	9476498.16	9075909.33	10928163.93	0.004579139	0.004197979	1.303704023	1.606858424	5.032559331	4.0030395	-2.077625
