DATE,VALUE
2007-01-01,326922
2007-02-01,327893
2007-03-01,330819
2007-04-01,329256
2007-05-01,333889
2007-06-01,331164
2007-07-01,332620
2007-08-01,333824
2007-09-01,336431
2007-10-01,337090
2007-11-01,340383
2007-12-01,336829
2008-01-01,337274
2008-02-01,334469
2008-03-01,334559
2008-04-01,336101
2008-05-01,337383
2008-06-01,338832
2008-07-01,336771
2008-08-01,334481
2008-09-01,327779
2008-10-01,314828
2008-11-01,302285
2008-12-01,293959
2009-01-01,298565
2009-02-01,297933
2009-03-01,292857
2009-04-01,293419
2009-05-01,297060
2009-06-01,301671
2009-07-01,302901
2009-08-01,309581
2009-09-01,301199
2009-10-01,303962
2009-11-01,307190
2009-12-01,308501
2010-01-01,309140
2010-02-01,308807
2010-03-01,316242
2010-04-01,318115
2010-05-01,315985
2010-06-01,315379
2010-07-01,315716
2010-08-01,317501
2010-09-01,320346
2010-10-01,324941
2010-11-01,327271
2010-12-01,329974
2011-01-01,332752
2011-02-01,334679
2011-03-01,338207
2011-04-01,339991
2011-05-01,339664
2011-06-01,341859
2011-07-01,342554
2011-08-01,342093
2011-09-01,345332
2011-10-01,348631
2011-11-01,349723
2011-12-01,349714
2012-01-01,352598
2012-02-01,357278
2012-03-01,359189
2012-04-01,356541
2012-05-01,356256
2012-06-01,352397
2012-07-01,354292
2012-08-01,358479
2012-09-01,362886
2012-10-01,362014
2012-11-01,363393
2012-12-01,365669
2013-01-01,367676
2013-02-01,372573
2013-03-01,369575
2013-04-01,368614
2013-05-01,370671
2013-06-01,372894
2013-07-01,374280
2013-08-01,372768
2013-09-01,373610
2013-10-01,374196
2013-11-01,374691
2013-12-01,377425
2014-01-01,373036
2014-02-01,377666
2014-03-01,382356
2014-04-01,385855
2014-05-01,385824
2014-06-01,387651
2014-07-01,388196
2014-08-01,390353
2014-09-01,388462
2014-10-01,389672
2014-11-01,391741
2014-12-01,387188
2015-01-01,383889
2015-02-01,381432
2015-03-01,387665
2015-04-01,388156
2015-05-01,393440
